DELIVERY_PERSON_NAME,EMPLOYMENT_TYPE,VEHICLE_TYPE,TOTAL_DELIVERIES,AVG_DELAY,AVG_RATING,ON_TIME_RATE
Advika Sastry,CONTRACT,VAN,91,0.46,3.95,63.74
Nitya Vala,FULL-TIME,EV BIKE,84,0.51,3.89,60.71
Anvi Chatterjee,CONTRACT,EV BIKE,91,0.51,4.00,62.64
Aaina Khalsa,FULL-TIME,VAN,108,0.46,4.00,62.96
Aarush Khosla,CONTRACT,BIKE,94,0.50,3.96,65.96
Manjari Hegde,CONTRACT,EV BIKE,68,0.37,4.10,69.12
Yuvraj  Hegde,CONTRACT,EV BIKE,74,0.47,3.98,64.86
Eva Bose,FULL-TIME,VAN,106,0.41,4.06,67.92
Rati Deshpande,FULL-TIME,EV BIKE,109,0.44,4.01,66.06
Prisha Cheema,CONTRACT,BIKE,131,0.46,4.11,59.54
Nirvi Balasubramanian,FULL-TIME,VAN,106,0.53,3.84,62.26
Aniruddh Kumar,FULL-TIME,BIKE,92,0.51,3.85,61.96
Yuvraj  Shah,FULL-TIME,BIKE,108,0.44,3.95,64.81
Neelofar Chandra,FULL-TIME,SCOOTER,113,0.35,4.12,70.80
Azad Shroff,FULL-TIME,EV BIKE,92,0.47,4.04,61.96
Neelofar Dalal,FULL-TIME,VAN,96,0.51,3.94,61.46
Lavanya Bail,CONTRACT,EV BIKE,105,0.33,4.15,72.38
Vardaniya Edwin,CONTRACT,EV BIKE,110,0.45,3.91,64.55
Damini Sathe,CONTRACT,BIKE,98,0.52,3.94,58.16
Tanya Bains,CONTRACT,VAN,88,0.49,3.92,63.64
Advika Samra,CONTRACT,SCOOTER,90,0.43,4.05,65.56
Yasmin Sha,FULL-TIME,SCOOTER,100,0.45,3.98,68.00
Aarav Dugar,CONTRACT,VAN,106,0.47,3.99,62.26
Arhaan Cheema,CONTRACT,VAN,104,0.44,4.02,66.35
Manikya Manda,FULL-TIME,SCOOTER,99,0.43,4.01,64.65
Myra Rajagopal,CONTRACT,VAN,100,0.44,4.00,63.00
Yakshit Balasubramanian,CONTRACT,VAN,72,0.43,3.97,68.06
Advik Mahajan,CONTRACT,VAN,117,0.48,3.96,64.10
Reyansh Khosla,FULL-TIME,SCOOTER,108,0.33,4.23,75.00
Vaibhav Kalita,FULL-TIME,BIKE,98,0.44,3.99,66.33
Mamooty Kamdar,CONTRACT,SCOOTER,112,0.44,4.04,66.96
Zoya Bail,FULL-TIME,VAN,113,0.45,3.97,63.72
Anahita Dada,CONTRACT,BIKE,111,0.44,3.94,68.47
Tejas Banerjee,FULL-TIME,EV BIKE,86,0.44,4.02,65.12
Madhav Vala,CONTRACT,SCOOTER,108,0.48,3.94,63.89
Neelofar Swamy,FULL-TIME,VAN,89,0.49,3.92,66.29
Abram Talwar,FULL-TIME,EV BIKE,120,0.45,4.02,65.00
Faiyaz Kadakia,CONTRACT,SCOOTER,88,0.49,4.00,62.50
Ayesha Bahl,CONTRACT,SCOOTER,122,0.42,4.06,66.39
Jivin Deshmukh,FULL-TIME,EV BIKE,108,0.42,4.09,69.44
Advika Dyal,FULL-TIME,BIKE,105,0.38,4.10,71.43
Darshit Tak,FULL-TIME,BIKE,93,0.41,4.04,65.59
Ela Batta,FULL-TIME,EV BIKE,79,0.42,3.99,67.09
Krish Shukla,FULL-TIME,SCOOTER,102,0.51,3.88,60.78
Nitya Bhatnagar,FULL-TIME,EV BIKE,105,0.46,3.94,66.67
Sahil Bali,CONTRACT,BIKE,91,0.44,3.96,68.13
Gatik Batra,CONTRACT,BIKE,109,0.47,3.99,62.39
Kartik Kurian,FULL-TIME,VAN,126,0.37,4.12,69.05
Yuvaan Vaidya,FULL-TIME,SCOOTER,107,0.54,3.89,58.88
Samaira Raja,FULL-TIME,SCOOTER,84,0.42,4.06,67.86
Mishti Iyengar,CONTRACT,VAN,124,0.52,3.92,60.48
Divij Mall,FULL-TIME,BIKE,87,0.48,4.04,63.22
Badal Bobal,CONTRACT,EV BIKE,86,0.56,3.83,60.47
Divij Bhagat,CONTRACT,VAN,88,0.47,3.99,63.64
Anya Zacharia,FULL-TIME,VAN,89,0.51,3.93,61.80
Khushi Borah,CONTRACT,VAN,110,0.39,4.05,70.00
Sahil Chacko,CONTRACT,BIKE,93,0.55,3.94,59.14
Rasha Ben,CONTRACT,EV BIKE,111,0.38,4.07,70.27
Ranbir Barman,CONTRACT,BIKE,106,0.36,4.08,73.58
Gokul Bumb,CONTRACT,BIKE,139,0.49,3.94,64.03
Azad Bala,CONTRACT,VAN,104,0.61,3.87,53.85
Shlok Venkataraman,CONTRACT,VAN,122,0.43,3.99,65.57
Kavya Mand,FULL-TIME,EV BIKE,75,0.37,4.10,70.67
Ira Comar,CONTRACT,VAN,103,0.42,4.04,68.93
Keya Verma,CONTRACT,VAN,103,0.47,3.88,65.05
Vivaan Khosla,CONTRACT,SCOOTER,89,0.55,3.87,61.80
Suhana Rana,FULL-TIME,SCOOTER,117,0.39,4.05,69.23
Vanya Dass,FULL-TIME,EV BIKE,77,0.32,4.13,71.43
Akarsh Gara,FULL-TIME,EV BIKE,87,0.45,4.02,66.67
Urvi Virk,FULL-TIME,SCOOTER,95,0.51,3.95,58.95
Manjari Sachdev,FULL-TIME,SCOOTER,124,0.52,3.92,62.10
Ahana  Bajaj,FULL-TIME,BIKE,108,0.50,4.02,58.33
Mishti Bala,CONTRACT,SCOOTER,130,0.48,4.01,62.31
Saira Apte,CONTRACT,BIKE,95,0.60,3.80,56.84
Emir Sha,FULL-TIME,EV BIKE,114,0.42,4.04,64.91
Myra Dhingra,FULL-TIME,EV BIKE,96,0.35,4.03,73.96
Advika Luthra,FULL-TIME,SCOOTER,87,0.47,4.04,65.52
Kanav Sampath,FULL-TIME,VAN,109,0.38,4.12,68.81
Taran Baria,CONTRACT,BIKE,97,0.34,4.13,72.16
Sara Bala,FULL-TIME,SCOOTER,104,0.52,3.96,59.62
Eva Lala,FULL-TIME,BIKE,117,0.42,4.03,65.81
Pranay Bandi,CONTRACT,BIKE,111,0.52,3.94,57.66
Oorja Venkataraman,CONTRACT,VAN,107,0.47,3.94,64.49
Aradhya Sridhar,CONTRACT,BIKE,104,0.43,4.04,66.35
Madhup Basu,CONTRACT,SCOOTER,104,0.48,3.95,59.62
Anay Sekhon,FULL-TIME,BIKE,101,0.55,3.84,59.41
Shamik Agrawal,CONTRACT,VAN,111,0.41,4.01,67.57
Jayesh Saraf,CONTRACT,VAN,114,0.51,3.93,62.28
Nitya Gokhale,FULL-TIME,SCOOTER,131,0.47,3.99,63.36
Nitya Badami,FULL-TIME,SCOOTER,100,0.56,3.93,56.00
Mohanlal Khanna,CONTRACT,VAN,102,0.56,3.91,58.82
Lavanya Loyal,FULL-TIME,BIKE,81,0.46,3.97,64.20
Ojas Hayre,CONTRACT,VAN,90,0.32,4.14,70.00
Trisha Sachar,FULL-TIME,BIKE,90,0.46,3.98,64.44
Rhea Suri,FULL-TIME,VAN,102,0.45,4.04,62.75
Mamooty Behl,FULL-TIME,VAN,114,0.38,4.07,71.05
Advik Joshi,FULL-TIME,VAN,97,0.34,4.16,70.10
Nirvi Shroff,FULL-TIME,EV BIKE,105,0.40,4.12,67.62
Rhea Khosla,FULL-TIME,BIKE,106,0.50,3.93,64.15
Bhavin Goyal,FULL-TIME,SCOOTER,84,0.44,4.02,66.67
Prerak Kata,CONTRACT,VAN,142,0.41,4.04,66.20
Saanvi Kar,FULL-TIME,EV BIKE,81,0.31,4.14,75.31
Riya Chana,FULL-TIME,SCOOTER,91,0.42,4.10,62.64
Samarth Deep,FULL-TIME,BIKE,100,0.45,4.01,63.00
Dhruv Ben,CONTRACT,SCOOTER,93,0.62,3.80,53.76
Renee Sani,FULL-TIME,BIKE,107,0.41,4.07,68.22
Shaan Chacko,CONTRACT,BIKE,99,0.45,3.96,63.64
Ivana Dugar,FULL-TIME,BIKE,110,0.49,3.94,60.91
Siya Sule,CONTRACT,VAN,83,0.42,4.05,67.47
Anahi Sarna,FULL-TIME,EV BIKE,150,0.45,4.00,65.33
Madhup Sodhi,FULL-TIME,EV BIKE,90,0.54,3.93,55.56
Lavanya Rao,FULL-TIME,BIKE,140,0.37,4.07,70.00
Ojas Lall,FULL-TIME,SCOOTER,89,0.43,4.09,64.04
Drishya Joshi,CONTRACT,VAN,101,0.62,3.81,51.49
Keya Krish,FULL-TIME,SCOOTER,91,0.42,4.01,64.84
Kiara Sawhney,CONTRACT,VAN,106,0.50,3.95,61.32
Khushi Chawla,CONTRACT,VAN,101,0.42,4.09,64.36
Tara Saxena,CONTRACT,BIKE,100,0.49,3.88,63.00
Manikya Sangha,CONTRACT,SCOOTER,107,0.48,4.04,64.49
Dhanush Randhawa,FULL-TIME,SCOOTER,118,0.47,3.96,63.56
Indrajit Dalal,FULL-TIME,SCOOTER,104,0.56,3.93,58.65
Yakshit Subramaniam,CONTRACT,VAN,151,0.61,3.85,54.97
Elakshi Raval,CONTRACT,VAN,102,0.51,4.02,60.78
Dishani Acharya,CONTRACT,EV BIKE,105,0.39,4.09,70.48
Aniruddh Shankar,FULL-TIME,SCOOTER,87,0.37,4.16,68.97
Anahi Hayre,FULL-TIME,EV BIKE,102,0.57,3.83,55.88
Miraan Sheth,FULL-TIME,EV BIKE,104,0.41,4.08,69.23
Riaan Barad,FULL-TIME,EV BIKE,107,0.46,3.89,60.75
Reyansh Khatri,CONTRACT,SCOOTER,101,0.47,3.90,61.39
Amani Varughese,CONTRACT,EV BIKE,104,0.46,3.91,66.35
Raunak Apte,FULL-TIME,BIKE,130,0.55,3.98,57.69
Anvi Keer,FULL-TIME,VAN,97,0.41,4.00,69.07
Anaya Jhaveri,CONTRACT,VAN,110,0.45,4.04,66.36
Abram Randhawa,CONTRACT,BIKE,118,0.41,4.02,68.64
Jayant Sani,CONTRACT,VAN,90,0.39,4.04,70.00
Samarth Hegde,CONTRACT,VAN,104,0.36,4.11,71.15
Nayantara Rattan,CONTRACT,EV BIKE,97,0.47,3.96,61.86
Khushi Ratti,CONTRACT,VAN,107,0.51,3.98,61.68
Jayan Sani,CONTRACT,BIKE,137,0.35,4.16,72.26
Anahita Shan,FULL-TIME,BIKE,103,0.46,3.97,67.96
Indrans Sangha,CONTRACT,BIKE,114,0.52,3.95,64.04
Kaira Vohra,FULL-TIME,VAN,95,0.54,3.93,58.95
Tiya Keer,CONTRACT,EV BIKE,89,0.42,4.10,67.42
Divit Bhardwaj,CONTRACT,VAN,61,0.48,3.91,67.21
Bhavin Bhagat,CONTRACT,EV BIKE,70,0.53,3.90,61.43
Aarna Chaudhary,FULL-TIME,SCOOTER,79,0.57,3.87,59.49
Rasha Raval,CONTRACT,SCOOTER,114,0.59,3.85,54.39
Shaan Batta,FULL-TIME,SCOOTER,112,0.42,4.02,66.96
Ritvik Sane,CONTRACT,EV BIKE,124,0.48,3.98,61.29
Piya Toor,FULL-TIME,SCOOTER,89,0.48,3.92,64.04
Saanvi Gandhi,FULL-TIME,BIKE,82,0.52,3.87,62.20
Pihu Sandhu,FULL-TIME,EV BIKE,127,0.54,3.96,59.84
Bhamini Rana,FULL-TIME,EV BIKE,122,0.46,3.95,63.93
Sahil Deshpande,CONTRACT,VAN,77,0.40,4.07,67.53
Rohan Chaudhuri,FULL-TIME,BIKE,98,0.52,3.99,62.24
Shalv Chandra,CONTRACT,BIKE,131,0.50,3.92,64.12
Ranbir Rastogi,FULL-TIME,VAN,86,0.52,3.87,58.14
Lakshay Soni,CONTRACT,EV BIKE,128,0.46,4.01,64.06
Nitara Cheema,CONTRACT,EV BIKE,118,0.45,4.03,66.10
Nitya Shere,CONTRACT,SCOOTER,110,0.46,3.98,63.64
Sumer Kapadia,FULL-TIME,EV BIKE,82,0.32,4.13,70.73
Saksham Ratti,FULL-TIME,VAN,80,0.35,4.22,72.50
Raunak Singhal,CONTRACT,SCOOTER,86,0.55,3.89,56.98
Uthkarsh Date,CONTRACT,EV BIKE,113,0.53,3.90,58.41
Mishti Badal,FULL-TIME,EV BIKE,106,0.37,4.06,75.47
Divyansh Shroff,FULL-TIME,BIKE,87,0.45,4.01,65.52
Alia Seth,CONTRACT,BIKE,107,0.46,4.07,60.75
Aaina Chaudry,FULL-TIME,BIKE,89,0.36,4.15,69.66
Nayantara Bhavsar,FULL-TIME,BIKE,90,0.46,4.07,62.22
Farhan Deep,CONTRACT,BIKE,106,0.34,4.11,71.70
Damini Mandal,CONTRACT,BIKE,85,0.40,4.08,67.06
Jiya Tiwari,CONTRACT,EV BIKE,74,0.58,3.84,55.41
Pari Varma,FULL-TIME,SCOOTER,90,0.42,4.08,67.78
Hridaan Choudhury,FULL-TIME,EV BIKE,108,0.29,4.14,77.78
Dishani Madan,CONTRACT,VAN,86,0.47,4.05,62.79
Khushi Goyal,FULL-TIME,VAN,99,0.38,4.01,67.68
Onkar Arora,CONTRACT,SCOOTER,95,0.47,3.99,64.21
Damini Gola,FULL-TIME,SCOOTER,122,0.49,4.02,63.93
Oorja Tiwari,CONTRACT,BIKE,113,0.48,3.95,65.49
Zoya Dara,CONTRACT,BIKE,125,0.46,4.02,62.40
Anika Din,CONTRACT,BIKE,93,0.44,4.05,67.74
Purab Kadakia,CONTRACT,SCOOTER,85,0.38,4.11,70.59
Siya Kapadia,FULL-TIME,BIKE,90,0.37,4.12,72.22
Purab Kala,FULL-TIME,BIKE,85,0.52,3.94,62.35
Eshani Raman,FULL-TIME,BIKE,108,0.44,3.99,63.89
Arhaan Tak,CONTRACT,BIKE,88,0.38,4.08,70.45
Veer Jain,CONTRACT,SCOOTER,98,0.47,3.95,62.24
Adah Chahal,CONTRACT,EV BIKE,97,0.40,4.08,65.98
Shaan Tara,FULL-TIME,EV BIKE,102,0.36,4.07,71.57
Keya Trivedi,FULL-TIME,BIKE,112,0.38,4.10,67.86
Anaya Srinivasan,FULL-TIME,BIKE,110,0.50,4.03,60.91
Umang Ranganathan,FULL-TIME,VAN,106,0.48,3.96,61.32
Sahil Ray,CONTRACT,VAN,94,0.49,4.01,61.70
Eva Golla,FULL-TIME,BIKE,81,0.42,4.08,64.20
Amira Bajwa,CONTRACT,BIKE,143,0.42,4.07,64.34
Zaina Thakkar,CONTRACT,VAN,116,0.51,3.90,60.34
Misha Kulkarni,CONTRACT,EV BIKE,96,0.46,4.05,62.50
Samarth Krishnan,FULL-TIME,SCOOTER,104,0.48,3.95,61.54
Manjari Kaur,FULL-TIME,EV BIKE,111,0.48,3.98,61.26
Ehsaan Dass,FULL-TIME,SCOOTER,97,0.47,3.94,67.01
Arhaan Gaba,CONTRACT,BIKE,93,0.63,3.80,50.54
Myra Wali,FULL-TIME,VAN,142,0.42,4.06,65.49
Tushar Anne,FULL-TIME,BIKE,76,0.45,4.00,63.16
Pranay Swamy,FULL-TIME,BIKE,85,0.52,3.94,58.82
Shlok Bhatt,FULL-TIME,SCOOTER,100,0.49,3.99,61.00
Jiya Malhotra,CONTRACT,BIKE,128,0.42,4.04,65.63
Hansh Venkataraman,FULL-TIME,VAN,99,0.52,3.92,64.65
Hunar Krishna,CONTRACT,SCOOTER,112,0.50,3.89,61.61
Eva Kaur,FULL-TIME,VAN,141,0.57,3.92,56.03
Aradhya De,CONTRACT,SCOOTER,102,0.63,3.83,52.94
Saira Madan,CONTRACT,BIKE,114,0.39,4.06,67.54
Amira Raju,FULL-TIME,BIKE,108,0.53,3.89,62.04
Parinaaz Jani,FULL-TIME,VAN,104,0.40,3.97,69.23
Zara Randhawa,FULL-TIME,VAN,118,0.35,4.11,70.34
Rhea Dhar,CONTRACT,BIKE,91,0.45,4.03,62.64
Siya Chawla,CONTRACT,SCOOTER,100,0.39,4.10,67.00
Neelofar Comar,FULL-TIME,EV BIKE,114,0.51,3.93,58.77
Zaina Bala,CONTRACT,VAN,96,0.38,4.07,69.79
Aayush Wadhwa,FULL-TIME,EV BIKE,135,0.42,4.12,66.67
Riya Rout,CONTRACT,SCOOTER,111,0.35,4.07,72.97
Aarna Buch,CONTRACT,BIKE,120,0.46,4.03,63.33
Sumer Kulkarni,FULL-TIME,BIKE,114,0.49,3.98,64.91
Saanvi Sengupta,FULL-TIME,VAN,103,0.42,4.01,67.96
Saksham Chaudhary,FULL-TIME,VAN,100,0.53,3.85,57.00
Yuvaan Jayaraman,FULL-TIME,VAN,108,0.51,3.89,62.96
Shamik Sidhu,CONTRACT,EV BIKE,117,0.51,3.89,60.68
Bhavin Sem,CONTRACT,EV BIKE,112,0.46,3.94,61.61
Oorja Walla,CONTRACT,VAN,123,0.42,3.97,65.85
Urvi Gole,FULL-TIME,EV BIKE,93,0.40,3.99,68.82
Tarini Contractor,FULL-TIME,EV BIKE,108,0.42,4.01,68.52
Chirag Dubey,CONTRACT,VAN,141,0.43,3.99,68.09
Divij Chadha,CONTRACT,EV BIKE,112,0.50,3.92,64.29
Taran Ahuja,FULL-TIME,SCOOTER,146,0.46,4.02,64.38
Dharmajan Chokshi,FULL-TIME,VAN,137,0.42,4.08,65.69
Vaibhav Bhalla,CONTRACT,SCOOTER,128,0.43,4.02,66.41
Anay Jaggi,FULL-TIME,SCOOTER,114,0.43,3.99,70.18
Taimur Lad,FULL-TIME,BIKE,95,0.54,3.86,62.11
Tiya Jha,CONTRACT,BIKE,83,0.43,3.96,66.27
Rhea Bakshi,FULL-TIME,SCOOTER,135,0.39,4.04,71.11
Zeeshan Krishnan,FULL-TIME,BIKE,98,0.41,4.05,66.33
Advik Rege,FULL-TIME,BIKE,103,0.44,3.99,66.99
Hunar Kaur,FULL-TIME,SCOOTER,95,0.39,4.04,69.47
Urvi Shan,FULL-TIME,EV BIKE,83,0.42,4.03,63.86
Jayant Bansal,FULL-TIME,SCOOTER,102,0.52,3.89,59.80
Eshani Majumdar,FULL-TIME,SCOOTER,150,0.43,4.06,67.33
Dhruv Ravi,FULL-TIME,BIKE,109,0.57,3.84,60.55
Nirvi Ray,CONTRACT,VAN,93,0.55,3.84,54.84
Oorja Biswas,CONTRACT,EV BIKE,70,0.43,3.96,65.71
Shray Ratta,FULL-TIME,VAN,75,0.40,4.07,69.33
Zara Sachdeva,FULL-TIME,BIKE,119,0.34,4.15,76.47
Charvi Anne,FULL-TIME,SCOOTER,125,0.36,4.13,72.00
Jayant Devi,FULL-TIME,SCOOTER,217,0.48,3.95,62.21
Mohanlal Bal,FULL-TIME,BIKE,84,0.51,3.96,61.90
Neysa Barad,CONTRACT,EV BIKE,113,0.41,4.09,66.37
Madhav Sani,FULL-TIME,VAN,107,0.39,4.12,68.22
Myra Suresh,CONTRACT,SCOOTER,141,0.41,4.07,66.67
Romil Kaul,FULL-TIME,VAN,103,0.52,3.92,61.17
Samaira Bakshi,FULL-TIME,BIKE,128,0.49,3.91,62.50
Aayush Barad,FULL-TIME,EV BIKE,103,0.34,4.17,74.76
Yakshit Kibe,CONTRACT,EV BIKE,93,0.38,4.00,68.82
Ayesha Ramesh,FULL-TIME,VAN,112,0.36,4.10,71.43
Tejas Kaur,CONTRACT,BIKE,159,0.46,3.90,62.89
Kashvi Keer,FULL-TIME,EV BIKE,159,0.57,3.86,55.97
Riaan Chokshi,CONTRACT,BIKE,133,0.46,3.96,64.66
Samarth Gopal,FULL-TIME,VAN,110,0.53,3.93,59.09
Anaya Sahni,CONTRACT,SCOOTER,105,0.41,4.12,63.81
Nirvi Vala,FULL-TIME,VAN,101,0.42,4.03,67.33
Nitara Mani,FULL-TIME,EV BIKE,105,0.45,4.01,66.67
Lagan Varty,FULL-TIME,EV BIKE,97,0.44,4.01,67.01
Shamik Gopal,CONTRACT,VAN,119,0.50,3.97,62.18
Bhavin Sarna,CONTRACT,VAN,93,0.34,4.12,74.19
Ojas Mall,FULL-TIME,BIKE,74,0.43,3.92,66.22
Neelofar Wason,FULL-TIME,SCOOTER,111,0.41,4.00,69.37
Jayan Balay,CONTRACT,SCOOTER,78,0.47,3.99,62.82
Hansh Bali,FULL-TIME,BIKE,103,0.44,3.99,66.02
Arnav Hans,CONTRACT,EV BIKE,204,0.41,4.06,68.63
Zeeshan Doshi,CONTRACT,SCOOTER,127,0.43,4.02,67.72
Advika Kumer,FULL-TIME,EV BIKE,74,0.39,4.04,71.62
Faiyaz Sangha,FULL-TIME,VAN,85,0.34,4.10,72.94
Myra Kothari,CONTRACT,VAN,122,0.49,3.98,60.66
Hazel Sule,CONTRACT,EV BIKE,84,0.26,4.20,77.38
Akarsh Sami,FULL-TIME,SCOOTER,140,0.61,3.80,52.14
Tejas Ray,FULL-TIME,SCOOTER,115,0.48,4.00,63.48
Urvi Dua,CONTRACT,VAN,98,0.45,4.04,65.31
Nayantara Biswas,FULL-TIME,SCOOTER,124,0.44,3.97,64.52
Tushar Dhawan,FULL-TIME,EV BIKE,160,0.40,4.04,68.13
Heer Kohli,FULL-TIME,EV BIKE,118,0.49,3.95,58.47
Darshit Sachdev,CONTRACT,SCOOTER,128,0.35,4.10,72.66
Aniruddh Rastogi,FULL-TIME,VAN,81,0.43,3.98,65.43
Kaira Kulkarni,FULL-TIME,EV BIKE,109,0.50,3.94,61.47
Azad Venkatesh,FULL-TIME,VAN,99,0.43,4.04,61.62
Bhavin Comar,FULL-TIME,VAN,94,0.43,4.05,64.89
Vritika Dugar,FULL-TIME,EV BIKE,99,0.53,3.95,57.58
Kaira Dugar,CONTRACT,EV BIKE,149,0.43,4.02,67.79
Jayan Chopra,CONTRACT,EV BIKE,109,0.54,3.91,60.55
Miraya Cheema,FULL-TIME,VAN,137,0.49,3.99,59.12
Uthkarsh Banerjee,FULL-TIME,SCOOTER,104,0.44,3.93,66.35
Gokul Chand,CONTRACT,SCOOTER,108,0.33,4.16,72.22
Shalv Shankar,CONTRACT,SCOOTER,108,0.50,3.95,61.11
Hiran Ganesan,FULL-TIME,SCOOTER,153,0.52,3.91,61.44
Vaibhav Trivedi,FULL-TIME,EV BIKE,120,0.42,3.99,68.33
Alisha Saraf,FULL-TIME,VAN,88,0.41,3.98,68.18
Sumer Biswas,FULL-TIME,SCOOTER,84,0.50,3.94,64.29
Vivaan Din,FULL-TIME,VAN,116,0.37,4.10,65.52
Madhup Soman,FULL-TIME,VAN,115,0.47,4.04,60.87
Hridaan Ramaswamy,FULL-TIME,VAN,86,0.47,4.00,66.28
Tushar Setty,FULL-TIME,BIKE,92,0.51,3.95,63.04
Ishaan Buch,CONTRACT,SCOOTER,98,0.31,4.26,75.51
Advik Varghese,CONTRACT,EV BIKE,101,0.53,3.90,57.43
Aaryahi Gole,CONTRACT,SCOOTER,111,0.47,3.95,63.96
Hunar Kibe,CONTRACT,SCOOTER,112,0.47,3.95,61.61
Uthkarsh Cheema,CONTRACT,SCOOTER,91,0.46,4.09,61.54
Ritvik Sabharwal,CONTRACT,VAN,127,0.35,4.11,70.08
Devansh Tripathi,FULL-TIME,BIKE,128,0.47,3.95,63.28
Jivika Rastogi,FULL-TIME,BIKE,118,0.52,3.95,61.02
Biju Yogi,FULL-TIME,SCOOTER,112,0.48,3.96,66.96
Azad Kumer,CONTRACT,VAN,94,0.43,4.00,62.77
Reyansh Gokhale,CONTRACT,BIKE,95,0.46,4.01,64.21
Charvi Raj,FULL-TIME,SCOOTER,110,0.49,3.93,62.73
Madhup Shan,FULL-TIME,SCOOTER,111,0.50,3.95,61.26
Zaina Rastogi,FULL-TIME,VAN,84,0.58,3.81,58.33
Shamik Sem,FULL-TIME,EV BIKE,95,0.49,3.89,61.05
Gatik Agarwal,FULL-TIME,BIKE,142,0.50,4.00,64.08
Kiaan Gara,FULL-TIME,EV BIKE,124,0.43,4.06,62.90
Faiyaz Dube,FULL-TIME,VAN,112,0.48,3.90,64.29
Taran Uppal,FULL-TIME,SCOOTER,100,0.54,3.88,64.00
Anahita Saxena,FULL-TIME,EV BIKE,108,0.44,3.97,64.81
Arnav Ravi,CONTRACT,VAN,110,0.35,4.05,71.82
Hazel Choudhary,FULL-TIME,SCOOTER,94,0.46,4.03,64.89
Mehul Sastry,CONTRACT,BIKE,186,0.45,4.02,64.52
Priyansh Magar,FULL-TIME,VAN,114,0.54,3.88,59.65
Renee Chaudhari,CONTRACT,VAN,139,0.49,3.94,64.03
Dhanuk Bail,CONTRACT,EV BIKE,130,0.48,3.99,63.85
Alia Tripathi,CONTRACT,VAN,115,0.49,3.94,61.74
Baiju Kaul,CONTRACT,EV BIKE,135,0.39,4.14,68.89
Dharmajan Sathe,CONTRACT,SCOOTER,113,0.35,4.08,73.45
Mohanlal Sundaram,CONTRACT,EV BIKE,97,0.24,4.23,79.38
Anay Dash,FULL-TIME,VAN,103,0.41,4.09,69.90
Lagan Varghese,CONTRACT,VAN,149,0.50,3.94,61.74
Shlok Sarna,CONTRACT,EV BIKE,129,0.43,4.02,63.57
Renee Varughese,FULL-TIME,BIKE,112,0.45,4.08,62.50
Prerak Hayer,FULL-TIME,EV BIKE,104,0.46,4.02,60.58
Zara Shan,FULL-TIME,EV BIKE,106,0.43,3.99,66.98
Tarini Joshi,CONTRACT,VAN,101,0.53,3.91,58.42
Tushar Lalla,FULL-TIME,BIKE,105,0.45,4.02,66.67
Shayak Chaudry,CONTRACT,VAN,90,0.41,4.05,67.78
Aaina Mall,FULL-TIME,BIKE,122,0.45,3.98,64.75
Bhavin Agarwal,FULL-TIME,VAN,124,0.40,4.09,67.74
Hazel Dara,CONTRACT,SCOOTER,108,0.39,4.06,68.52
Diya Tailor,FULL-TIME,BIKE,118,0.52,3.89,58.47
Farhan Sastry,CONTRACT,EV BIKE,112,0.35,4.15,72.32
Divit Dubey,CONTRACT,SCOOTER,138,0.41,4.05,68.84
Hridaan Sastry,CONTRACT,VAN,127,0.49,3.99,59.84
Aarna Sampath,CONTRACT,SCOOTER,127,0.46,3.99,62.99
Shray Khare,FULL-TIME,EV BIKE,86,0.35,4.17,72.09
Siya Raja,FULL-TIME,VAN,82,0.33,4.20,73.17
Emir Krishnamurthy,FULL-TIME,VAN,121,0.53,3.94,61.16
Saksham Gala,CONTRACT,VAN,104,0.51,3.93,62.50
Advika Dar,CONTRACT,EV BIKE,108,0.47,3.92,64.81
Zain Magar,CONTRACT,VAN,110,0.49,3.94,60.91
Manjari Raj,FULL-TIME,EV BIKE,112,0.47,3.91,66.07
Hazel Walia,CONTRACT,SCOOTER,104,0.45,4.02,64.42
Urvi Sibal,FULL-TIME,VAN,144,0.49,3.96,63.89
Sumer Chatterjee,CONTRACT,BIKE,92,0.32,4.12,77.17
Yuvaan Thakur,FULL-TIME,EV BIKE,110,0.41,4.09,67.27
Vidur Sastry,FULL-TIME,BIKE,106,0.59,3.79,54.72
Amani Tripathi,CONTRACT,VAN,104,0.47,3.97,62.50
Aarav Issac,FULL-TIME,SCOOTER,96,0.43,4.03,62.50
Neysa Chandran,CONTRACT,EV BIKE,96,0.49,4.00,61.46
Siya Sura,FULL-TIME,SCOOTER,133,0.37,4.08,72.18
Anika Batra,CONTRACT,EV BIKE,120,0.40,4.03,69.17
Jivika Tandon,CONTRACT,VAN,97,0.44,4.00,68.04
Ishaan Seshadri,FULL-TIME,VAN,93,0.41,4.01,63.44
Adah Sandal,CONTRACT,BIKE,120,0.48,3.94,65.00
Zaina Chand,CONTRACT,BIKE,107,0.66,3.82,51.40
Inaaya  Sheth,FULL-TIME,EV BIKE,133,0.44,4.02,66.92
Pihu Lalla,CONTRACT,BIKE,106,0.39,4.10,67.92
Tushar Dubey,FULL-TIME,SCOOTER,92,0.62,3.72,53.26
Hunar Iyengar,FULL-TIME,SCOOTER,105,0.44,4.08,63.81
Aarna Keer,FULL-TIME,VAN,112,0.43,4.08,63.39
Amani Rout,FULL-TIME,VAN,107,0.52,3.88,64.49
Nishith Ghosh,CONTRACT,EV BIKE,106,0.42,4.03,66.98
Siya Lanka,FULL-TIME,VAN,128,0.43,4.05,64.06
